object_name_ua,Persons,object_name_en,oblast,raion,settlement_type,settlement_name,key,hromada_name,hromada_code
смт Краснопілля,7769,stlmt Krasnopillia,Сумська,Сумський,селище міського типу,Краснопілля,Сумська Сумський селище міського типу Краснопілля,Краснопільська,UA59080090000092991
смт Краснопілля,7769,stlmt Krasnopillia,Сумська,Сумський,селище міського типу,Краснопілля,Сумська Сумський селище міського типу Краснопілля,Краснопільська,UA59080090000092991
смт Миколаївка,4147,stlmt Mykolaivka,Сумська,Сумський,селище міського типу,Миколаївка,Сумська Сумський селище міського типу Миколаївка,Миколаївська,UA59080130000022249
смт Низи,2699,stlmt Nyzy,Сумська,Сумський,селище міського типу,Низи,Сумська Сумський селище міського типу Низи,Садівська,UA59080230000084731
смт Степанівка,5301,stlmt Stepanivka,Сумська,Сумський,селище міського типу,Степанівка,Сумська Сумський селище міського типу Степанівка,Степанівська,UA59080250000082875
смт Угроїди,1837,stlmt Uhroidy,Сумська,Сумський,селище міського типу,Угроїди,Сумська Сумський селище міського типу Угроїди,Краснопільська,UA59080090000092991
смт Улянівка,2202,stlmt Ulianivka,Сумська,Сумський,селище міського типу,Улянівка,Сумська Сумський селище міського типу Улянівка,Миколаївська,UA59080130000022249
смт Хотінь,2290,stlmt Khotin,Сумська,Сумський,селище міського типу,Хотінь,Сумська Сумський селище міського типу Хотінь,Хотінська,UA59080290000021284
м. Глухів,31789,city Hlukhiv,Сумська,Шосткинський,місто,Глухів,Сумська Шосткинський місто Глухів,Глухівська,UA59100030000078744
м. Дружба,4504,city Druzhba,Сумська,Шосткинський,місто,Дружба,Сумська Шосткинський місто Дружба,Дружбівська,UA59100050000059594
м. Середина-Буда,6888,city Seredyna-Buda,Сумська,Шосткинський,місто,Середина-Буда,Сумська Шосткинський місто Середина-Буда,Середино-Будська,UA59100130000041016
м. Шостка,71966,city Shostka,Сумська,Шосткинський,місто,Шостка,Сумська Шосткинський місто Шостка,Шосткинська,UA59100170000093676
смт Вороніж,6560,stlmt Voronizh,Сумська,Шосткинський,селище міського типу,Вороніж,Сумська Шосткинський селище міського типу Вороніж,Шосткинська,UA59100170000093676
смт Есмань,1293,stlmt Esman,Сумська,Шосткинський,селище міського типу,Есмань,Сумська Шосткинський селище міського типу Есмань,Есманьська,UA59100070000019079
смт Зноб-Новгородське,1830,stlmt Znob-Novhorodske,Сумська,Шосткинський,селище міського типу,Зноб-Новгородське,Сумська Шосткинський селище міського типу Зноб-Новгородське,Зноб-Новгородська,UA59100090000041284
смт Свеса,6186,stlmt Svesa,Сумська,Шосткинський,селище міського типу,Свеса,Сумська Шосткинський селище міського типу Свеса,Свеська,UA59100110000012703
смт Шалигине,2226,stlmt Shalyhyne,Сумська,Шосткинський,селище міського типу,Шалигине,Сумська Шосткинський селище міського типу Шалигине,Шалигинська,UA59100150000074932
смт Ямпіль,4324,stlmt Yampil,Сумська,Шосткинський,селище міського типу,Ямпіль,Сумська Шосткинський селище міського типу Ямпіль,Ямпільська,UA59100190000010734
м. Кременець,20476,city Kremenets,Тернопільська,Кременецький,місто,Кременець,Тернопільська Кременецький місто Кременець,Кременецька,UA61020070000092368
м. Ланівці,8215,city Lanivtsi,Тернопільська,Кременецький,місто,Ланівці,Тернопільська Кременецький місто Ланівці,Лановецька,UA61020090000020422
м. Почаїв,7633,city Pochaiv,Тернопільська,Кременецький,місто,Почаїв,Тернопільська Кременецький місто Почаїв,Почаївська,UA61020130000037505
м. Шумськ,5300,city Shumsk,Тернопільська,Кременецький,місто,Шумськ,Тернопільська Кременецький місто Шумськ,Шумська,UA61020150000036935
смт Вишнівець,3179,stlmt Vyshnivets,Тернопільська,Кременецький,селище міського типу,Вишнівець,Тернопільська Кременецький селище міського типу Вишнівець,Вишнівецька,UA61020050000098539
м. Бережани,17139,city Berezhany,Тернопільська,Тернопільський,місто,Бережани,Тернопільська Тернопільський місто Бережани,Бережанська,UA61040030000060956
м. Збараж,13346,city Zbarazh,Тернопільська,Тернопільський,місто,Збараж,Тернопільська Тернопільський місто Збараж,Збаразька,UA61040150000098181
м. Зборів,6621,city Zboriv,Тернопільська,Тернопільський,місто,Зборів,Тернопільська Тернопільський місто Зборів,Зборівська,UA61040170000086062
м. Підгайці,2609,city Pidhaitsi,Тернопільська,Тернопільський,місто,Підгайці,Тернопільська Тернопільський місто Підгайці,Підгаєцька,UA61040370000060170
м. Скалат,3739,city Skalat,Тернопільська,Тернопільський,місто,Скалат,Тернопільська Тернопільський місто Скалат,Скалатська,UA61040430000018305
м. Теребовля,13226,city Terebovlia,Тернопільська,Тернопільський,місто,Теребовля,Тернопільська Тернопільський місто Теребовля,Теребовлянська,UA61040470000038207
м. Тернопіль,225004,city Ternopil,Тернопільська,Тернопільський,місто,Тернопіль,Тернопільська Тернопільський місто Тернопіль,Тернопільська,UA61040490000035010
смт Велика Березовиця,8592,stlmt Velyka Berezovytsia,Тернопільська,Тернопільський,селище міського типу,Велика Березовиця,Тернопільська Тернопільський селище міського типу Велика Березовиця,Великоберезовицька,UA61040070000079091
смт Великі Бірки,3375,stlmt Velyki Birky,Тернопільська,Тернопільський,селище міського типу,Великі Бірки,Тернопільська Тернопільський селище міського типу Великі Бірки,Великобірківська,UA61040090000047241
смт Дружба,1854,stlmt Druzhba,Тернопільська,Тернопільський,селище міського типу,Дружба,Тернопільська Тернопільський селище міського типу Дружба,Микулинецька,UA61040290000047781
смт Залізці,2498,stlmt Zaliztsi,Тернопільська,Тернопільський,селище міського типу,Залізці,Тернопільська Тернопільський селище міського типу Залізці,Залозецька,UA61040130000085402
смт Козлів,1758,stlmt Kozliv,Тернопільська,Тернопільський,селище міського типу,Козлів,Тернопільська Тернопільський селище міського типу Козлів,Козлівська,UA61040250000021345
смт Козова,8750,stlmt Kozova,Тернопільська,Тернопільський,селище міського типу,Козова,Тернопільська Тернопільський селище міського типу Козова,Козівська,UA61040230000060213
смт Микулинці,3568,stlmt Mykulyntsi,Тернопільська,Тернопільський,селище міського типу,Микулинці,Тернопільська Тернопільський селище міського типу Микулинці,Микулинецька,UA61040290000047781
смт Підволочиськ,7632,stlmt Pidvolochysk,Тернопільська,Тернопільський,селище міського типу,Підволочиськ,Тернопільська Тернопільський селище міського типу Підволочиськ,Підволочиська,UA61040350000078247
м. Борщів,10632,city Borshchiv,Тернопільська,Чортківський,місто,Борщів,Тернопільська Чортківський місто Борщів,Борщівська,UA61060050000068464
м. Бучач,12171,city Buchach,Тернопільська,Чортківський,місто,Бучач,Тернопільська Чортківський місто Бучач,Бучацька,UA61060070000098188
м. Заліщики,8928,city Zalishchyky,Тернопільська,Чортківський,місто,Заліщики,Тернопільська Чортківський місто Заліщики,Заліщицька,UA61060170000051011
м. Копичинці,6502,city Kopychyntsi,Тернопільська,Чортківський,місто,Копичинці,Тернопільська Чортківський місто Копичинці,Копичинецька,UA61060250000062700
м. Монастириська,5380,city Monastyryska,Тернопільська,Чортківський,місто,Монастириська,Тернопільська Чортківський місто Монастириська,Монастириська,UA61060310000061998
м. Хоростків,6652,city Khorostkiv,Тернопільська,Чортківський,місто,Хоростків,Тернопільська Чортківський місто Хоростків,Хоростківська,UA61060410000092242
м. Чортків,28279,city Chortkiv,Тернопільська,Чортківський,місто,Чортків,Тернопільська Чортківський місто Чортків,Чортківська,UA61060430000094264
смт Гримайлів,1753,stlmt Hrymailiv,Тернопільська,Чортківський,селище міського типу,Гримайлів,Тернопільська Чортківський селище міського типу Гримайлів,Гримайлівська,UA61060110000078824
смт Гусятин,7034,stlmt Husiatyn,Тернопільська,Чортківський,селище міського типу,Гусятин,Тернопільська Чортківський селище міського типу Гусятин,Гусятинська,UA61060130000045755
смт Заводське,3300,stlmt Zavodske,Тернопільська,Чортківський,селище міського типу,Заводське,Тернопільська Чортківський селище міського типу Заводське,Заводська,UA61060150000032895
смт Золотий Потік,2360,stlmt Zolotyi Potik,Тернопільська,Чортківський,селище міського типу,Золотий Потік,Тернопільська Чортківський селище міського типу Золотий Потік,Золотопотіцька,UA61060190000016283
смт Коропець,3008,stlmt Koropets,Тернопільська,Чортківський,селище міського типу,Коропець,Тернопільська Чортківський селище міського типу Коропець,Коропецька,UA61060270000084790
смт Мельниця-Подільська,3596,stlmt Melnytsia-Podilska,Тернопільська,Чортківський,селище міського типу,Мельниця-Подільська,Тернопільська Чортківський селище міського типу Мельниця-Подільська,Мельнице-Подільська,UA61060290000038953
смт Скала-Подільська,4094,stlmt Skala-Podilska,Тернопільська,Чортківський,селище міського типу,Скала-Подільська,Тернопільська Чортківський селище міського типу Скала-Подільська,Скала-Подільська,UA61060350000024021
смт Товсте,3156,stlmt Tovste,Тернопільська,Чортківський,селище міського типу,Товсте,Тернопільська Чортківський селище міського типу Товсте,Товстенська,UA61060370000081851
м. Богодухів,14624,city Bohodukhiv,Харківська,Богодухівський,місто,Богодухів,Харківська Богодухівський місто Богодухів,Богодухівська,UA63020010000079018
м. Валки,8577,city Valky,Харківська,Богодухівський,місто,Валки,Харківська Богодухівський місто Валки,Валківська,UA63020030000094096
смт Гути,1621,stlmt Huty,Харківська,Богодухівський,селище міського типу,Гути,Харківська Богодухівський селище міського типу Гути,Богодухівська,UA63020010000079018
смт Золочів,7744,stlmt Zolochiv,Харківська,Богодухівський,селище міського типу,Золочів,Харківська Богодухівський селище міського типу Золочів,Золочівська,UA63020050000045982
смт Ков’яги,2912,stlmt Koviahy,Харківська,Богодухівський,селище міського типу,Ков’яги,Харківська Богодухівський селище міського типу Ков’яги,Валківська,UA63020030000094096
смт Коломак,2619,stlmt Kolomak,Харківська,Богодухівський,селище міського типу,Коломак,Харківська Богодухівський селище міського типу Коломак,Коломацька,UA63020070000090466
смт Краснокутськ,7164,stlmt Krasnokutsk,Харківська,Богодухівський,селище міського типу,Краснокутськ,Харківська Богодухівський селище міського типу Краснокутськ,Краснокутська,UA63020090000096294
смт Старий Мерчик,1763,stlmt Staryi Merchyk,Харківська,Богодухівський,селище міського типу,Старий Мерчик,Харківська Богодухівський селище міського типу Старий Мерчик,Валківська,UA63020030000094096
смт Шарівка,1546,stlmt Sharivka,Харківська,Богодухівський,селище міського типу,Шарівка,Харківська Богодухівський селище міського типу Шарівка,Богодухівська,UA63020010000079018
м. Балаклія,26334,city Balakliia,Харківська,Ізюмський,місто,Балаклія,Харківська Ізюмський місто Балаклія,Балаклійська,UA63040010000010092
м. Барвінкове,7840,city Barvinkove,Харківська,Ізюмський,місто,Барвінкове,Харківська Ізюмський місто Барвінкове,Барвінківська,UA63040030000052515
м. Ізюм,44979,city Izium,Харківська,Ізюмський,місто,Ізюм,Харківська Ізюмський місто Ізюм,Ізюмська,UA63040090000021240
смт Андріївка,8372,stlmt Andriivka,Харківська,Ізюмський,селище міського типу,Андріївка,Харківська Ізюмський селище міського типу Андріївка,Донецька,UA63040070000092606
смт Борова,5055,stlmt Borova,Харківська,Ізюмський,селище міського типу,Борова,Харківська Ізюмський селище міського типу Борова,Борівська,UA63040050000042831
смт Донець,8450,stlmt Donets,Харківська,Ізюмський,селище міського типу,Донець,Харківська Ізюмський селище міського типу Донець,Донецька,UA63040070000092606
смт Савинці,5182,stlmt Savyntsi,Харківська,Ізюмський,селище міського типу,Савинці,Харківська Ізюмський селище міського типу Савинці,Савинська,UA63040150000053402
м. Красноград,19674,city Krasnohrad,Харківська,Красноградський,місто,Красноград,Харківська Красноградський місто Красноград,Красноградська,UA63060050000033240
смт Зачепилівка,3317,stlmt Zachepylivka,Харківська,Красноградський,селище міського типу,Зачепилівка,Харківська Красноградський селище міського типу Зачепилівка,Зачепилівська,UA63060010000015783
смт Кегичівка,5628,stlmt Kehychivka,Харківська,Красноградський,селище міського типу,Кегичівка,Харківська Красноградський селище міського типу Кегичівка,Кегичівська,UA63060030000041642
смт Сахновщина,6900,stlmt Sakhnovshchyna,Харківська,Красноградський,селище міського типу,Сахновщина,Харківська Красноградський селище міського типу Сахновщина,Сахновщинська,UA63060090000041888
смт Слобожанське,2605,stlmt Slobozhanske,Харківська,Красноградський,селище міського типу,Слобожанське,Харківська Красноградський селище міського типу Слобожанське,Кегичівська,UA63060030000041642
м. Куп’янськ,26627,city Kupiansk,Харківська,Куп’янський,місто,Куп’янськ,Харківська Куп’янський місто Куп’янськ,Куп’янська,UA63080090000067457
смт Великий Бурлук,3614,stlmt Velykyi Burluk,Харківська,Куп’янський,селище міського типу,Великий Бурлук,Харківська Куп’янський селище міського типу Великий Бурлук,Великобурлуцька,UA63080010000040281
смт Дворічна,3290,stlmt Dvorichna,Харківська,Куп’янський,селище міського типу,Дворічна,Харківська Куп’янський селище міського типу Дворічна,Дворічанська,UA63080050000048455
смт Ківшарівка,17960,stlmt Kivsharivka,Харківська,Куп’янський,селище міського типу,Ківшарівка,Харківська Куп’янський селище міського типу Ківшарівка,Куп’янська,UA63080090000067457
смт Куп’янськ-Вузловий,8212,stlmt Kupiansk-Vuzlovyi,Харківська,Куп’янський,селище міського типу,Куп’янськ-Вузловий,Харківська Куп’янський селище міського типу Куп’янськ-Вузловий,Куп’янська,UA63080090000067457
смт Приколотне,1928,stlmt Prykolotne,Харківська,Куп’янський,селище міського типу,Приколотне,Харківська Куп’янський селище міського типу Приколотне,Вільхуватська,UA63080030000019649
смт Шевченкове,6627,stlmt Shevchenkove,Харківська,Куп’янський,селище міського типу,Шевченкове,Харківська Куп’янський селище міського типу Шевченкове,Шевченківська,UA63080150000094794
м. Лозова,53126,city Lozova,Харківська,Лозівський,місто,Лозова,Харківська Лозівський місто Лозова,Лозівська,UA63100050000079487
м. Первомайський,28510,city Pervomaiskyi,Харківська,Лозівський,місто,Первомайський,Харківська Лозівський місто Первомайський,Первомайська,UA63100090000052019
смт Близнюки,3467,stlmt Blyzniuky,Харківська,Лозівський,селище міського типу,Близнюки,Харківська Лозівський селище міського типу Близнюки,Близнюківська,UA63100030000050119
смт Краснопавлівка,6637,stlmt Krasnopavlivka,Харківська,Лозівський,селище міського типу,Краснопавлівка,Харківська Лозівський селище міського типу Краснопавлівка,Лозівська,UA63100050000079487
смт Орілька,2828,stlmt Orilka,Харківська,Лозівський,селище міського типу,Орілька,Харківська Лозівський селище міського типу Орілька,Лозівська,UA63100050000079487
смт Панютине,6869,stlmt Paniutyne,Харківська,Лозівський,селище міського типу,Панютине,Харківська Лозівський селище міського типу Панютине,Лозівська,UA63100050000079487
м. Дергачі,17139,city Derhachi,Харківська,Харківський,місто,Дергачі,Харківська Харківський місто Дергачі,Дергачівська,UA63120070000018741
м. Люботин,20001,city Liubotyn,Харківська,Харківський,місто,Люботин,Харківська Харківський місто Люботин,Люботинська,UA63120110000043456
м. Мерефа,21202,city Merefa,Харківська,Харківський,місто,Мерефа,Харківська Харківський місто Мерефа,Мереф’янська,UA63120150000086206
м. Мерефа,21202,city Merefa,Харківська,Харківський,місто,Мерефа,Харківська Харківський місто Мерефа,Мереф’янська,UA63120150000086206
м. Південне,7319,city Pivdenne,Харківська,Харківський,місто,Південне,Харківська Харківський місто Південне,Південноміська,UA63120190000093717
м. Харків,1421125,city Kharkiv,Харківська,Харківський,місто,Харків,Харківська Харківський місто Харків,Харківська,UA63120270000028556
смт Бабаї,6487,stlmt Babai,Харківська,Харківський,селище міського типу,Бабаї,Харківська Харківський селище міського типу Бабаї,Височанська,UA63120030000035245
смт Безлюдівка,9135,stlmt Bezliudivka,Харківська,Харківський,селище міського типу,Безлюдівка,Харківська Харківський селище міського типу Безлюдівка,Безлюдівська,UA63120010000021682
смт Березівка,1559,stlmt Berezivka,Харківська,Харківський,селище міського типу,Березівка,Харківська Харківський селище міського типу Березівка,Пісочинська,UA63120210000075842
смт Бірки,521,stlmt Birky,Харківська,Харківський,селище міського типу,Бірки,Харківська Харківський селище міського типу Бірки,Нововодолазька,UA63120170000093573
смт Буди,5829,stlmt Budy,Харківська,Харківський,селище міського типу,Буди,Харківська Харківський селище міського типу Буди,Південноміська,UA63120190000093717
смт Васищеве,5641,stlmt Vasyshcheve,Харківська,Харківський,селище міського типу,Васищеве,Харківська Харківський селище міського типу Васищеве,Безлюдівська,UA63120010000021682
смт Високий,9630,stlmt Vysokyi,Харківська,Харківський,селище міського типу,Високий,Харківська Харківський селище міського типу Високий,Височанська,UA63120030000035245
смт Вільшани,6682,stlmt Vilshany,Харківська,Харківський,селище міського типу,Вільшани,Харківська Харківський селище міського типу Вільшани,Солоницівська,UA63120250000081463
смт Козача Лопань,4935,stlmt Kozacha Lopan,Харківська,Харківський,селище міського типу,Козача Лопань,Харківська Харківський селище міського типу Козача Лопань,Дергачівська,UA63120070000018741
смт Коротич,4953,stlmt Korotych,Харківська,Харківський,селище міського типу,Коротич,Харківська Харківський селище міського типу Коротич,Пісочинська,UA63120210000075842
смт Кулиничі,2972,stlmt Kulynychi,Харківська,Харківський,селище міського типу,Кулиничі,Харківська Харківський селище міського типу Кулиничі,Вільхівська,UA63120050000019867
смт Мала Данилівка,8085,stlmt Mala Danylivka,Харківська,Харківський,селище міського типу,Мала Данилівка,Харківська Харківський селище міського типу Мала Данилівка,Малоданилівська,UA63120130000010762
смт Манченки,665,stlmt Manchenky,Харківська,Харківський,селище міського типу,Манченки,Харківська Харківський селище міського типу Манченки,Люботинська,UA63120110000043456
смт Нова Водолага,10455,stlmt Nova Vodolaha,Харківська,Харківський,селище міського типу,Нова Водолага,Харківська Харківський селище міського типу Нова Водолага,Нововодолазька,UA63120170000093573
смт Пересічне,6922,stlmt Peresichne,Харківська,Харківський,селище міського типу,Пересічне,Харківська Харківський селище міського типу Пересічне,Солоницівська,UA63120250000081463
смт Пісочин,23509,stlmt Pisochyn,Харківська,Харківський,селище міського типу,Пісочин,Харківська Харківський селище міського типу Пісочин,Пісочинська,UA63120210000075842
смт Пісочин,23509,stlmt Pisochyn,Харківська,Харківський,селище міського типу,Пісочин,Харківська Харківський селище міського типу Пісочин,Пісочинська,UA63120210000075842
смт Пісочин,23509,stlmt Pisochyn,Харківська,Харківський,селище міського типу,Пісочин,Харківська Харківський селище міського типу Пісочин,Пісочинська,UA63120210000075842
смт Покотилівка,9121,stlmt Pokotylivka,Харківська,Харківський,селище міського типу,Покотилівка,Харківська Харківський селище міського типу Покотилівка,Височанська,UA63120030000035245
смт Прудянка,1749,stlmt Prudianka,Харківська,Харківський,селище міського типу,Прудянка,Харківська Харківський селище міського типу Прудянка,Дергачівська,UA63120070000018741
смт Рогань,3262,stlmt Rohan,Харківська,Харківський,селище міського типу,Рогань,Харківська Харківський селище міського типу Рогань,Роганська,UA63120230000080742
смт Слатине,5998,stlmt Slatyne,Харківська,Харківський,селище міського типу,Слатине,Харківська Харківський селище міського типу Слатине,Дергачівська,UA63120070000018741
смт Солоницівка,13254,stlmt Solonytsivka,Харківська,Харківський,селище міського типу,Солоницівка,Харківська Харківський селище міського типу Солоницівка,Солоницівська,UA63120250000081463
смт Утківка,1145,stlmt Utkivka,Харківська,Харківський,селище міського типу,Утківка,Харківська Харківський селище міського типу Утківка,Мереф’янська,UA63120150000086206
смт Хорошеве,3984,stlmt Khorosheve,Харківська,Харківський,селище міського типу,Хорошеве,Харківська Харківський селище міського типу Хорошеве,Безлюдівська,UA63120010000021682
м. Вовчанськ,17459,city Vovchansk,Харківська,Чугуївський,місто,Вовчанськ,Харківська Чугуївський місто Вовчанськ,Вовчанська,UA63140010000049419
м. Зміїв,13737,city Zmiiv,Харківська,Чугуївський,місто,Зміїв,Харківська Чугуївський місто Зміїв,Зміївська,UA63140030000091352
м. Чугуїв,31018,city Chuhuiv,Харківська,Чугуївський,місто,Чугуїв,Харківська Чугуївський місто Чугуїв,Чугуївська,UA63140170000087785
смт Білий Колодязь,3601,stlmt Bilyi Kolodiaz,Харківська,Чугуївський,селище міського типу,Білий Колодязь,Харківська Чугуївський селище міського типу Білий Колодязь,Вовчанська,UA63140010000049419
смт Введенка,2320,stlmt Vvedenka,Харківська,Чугуївський,селище міського типу,Введенка,Харківська Чугуївський селище міського типу Введенка,Новопокровська,UA63140070000015310
смт Вільча,1639,stlmt Vilcha,Харківська,Чугуївський,селище міського типу,Вільча,Харківська Чугуївський селище міського типу Вільча,Вовчанська,UA63140010000049419
смт Есхар,5163,stlmt Eskhar,Харківська,Чугуївський,селище міського типу,Есхар,Харківська Чугуївський селище міського типу Есхар,Новопокровська,UA63140070000015310
смт Зідьки,3669,stlmt Zidky,Харківська,Чугуївський,селище міського типу,Зідьки,Харківська Чугуївський селище міського типу Зідьки,Зміївська,UA63140030000091352
смт Кочеток,2916,stlmt Kochetok,Харківська,Чугуївський,селище міського типу,Кочеток,Харківська Чугуївський селище міського типу Кочеток,Чугуївська,UA63140170000087785
смт Малинівка,7428,stlmt Malynivka,Харківська,Чугуївський,селище міського типу,Малинівка,Харківська Чугуївський селище міського типу Малинівка,Малинівська,UA63140050000096783
смт Новопокровка,4662,stlmt Novopokrovka,Харківська,Чугуївський,селище міського типу,Новопокровка,Харківська Чугуївський селище міського типу Новопокровка,Новопокровська,UA63140070000015310
смт Печеніги,4957,stlmt Pechenihy,Харківська,Чугуївський,селище міського типу,Печеніги,Харківська Чугуївський селище міського типу Печеніги,Печенізька,UA63140090000052369
смт Слобожанське,13675,stlmt Slobozhanske,Харківська,Чугуївський,селище міського типу,Слобожанське,Харківська Чугуївський селище міського типу Слобожанське,Слобожанська,UA63140110000087562
смт Старий Салтів,3329,stlmt  Staryi Saltiv,Харківська,Чугуївський,селище міського типу,Старий Салтів,Харківська Чугуївський селище міського типу Старий Салтів,Старосалтівська,UA63140130000029212
смт Чкаловське,3664,stlmt Chkalovske,Харківська,Чугуївський,селище міського типу,Чкаловське,Харківська Чугуївський селище міського типу Чкаловське,Чкаловська,UA63140150000093944
м. Берислав,11895,city Beryslav,Херсонська,Бериславський,місто,Берислав,Херсонська Бериславський місто Берислав,Бериславська,UA65020010000060480
смт Архангельське,1731,stlmt Arkhanhelske,Херсонська,Бериславський,селище міського типу,Архангельське,Херсонська Бериславський селище міського типу Архангельське,Високопільська,UA65020070000029027
смт Біла Криниця,1149,stlmt Bila Krynytsia,Херсонська,Бериславський,селище міського типу,Біла Криниця,Херсонська Бериславський селище міського типу Біла Криниця,Великоолександрівська,UA65020050000086746
смт Велика Олександрівка,6334,stlmt Velyka Oleksandrivka,Херсонська,Бериславський,селище міського типу,Велика Олександрівка,Херсонська Бериславський селище міського типу Велика Олександрівка,Великоолександрівська,UA65020050000086746
смт Високопілля,3801,stlmt Vysokopillia,Херсонська,Бериславський,селище міського типу,Високопілля,Херсонська Бериславський селище міського типу Високопілля,Високопільська,UA65020070000029027
смт Калинівське,1057,stlmt Kalynivske,Херсонська,Бериславський,селище міського типу,Калинівське,Херсонська Бериславський селище міського типу Калинівське,Калинівська,UA65020090000016354
смт Кар’єрне,323,stlmt Karierne,Херсонська,Бериславський,селище міського типу,Кар’єрне,Херсонська Бериславський селище міського типу Кар’єрне,Великоолександрівська,UA65020050000086746
смт Нововоронцовка,5951,stlmt Novovorontsovka,Херсонська,Бериславський,селище міського типу,Нововоронцовка,Херсонська Бериславський селище міського типу Нововоронцовка,Нововоронцовська,UA65020150000047137
м. Генічеськ,18889,city Henichesk,Херсонська,Генічеський,місто,Генічеськ,Херсонська Генічеський місто Генічеськ,Генічеська,UA65040010000061104
смт Іванівка,4329,stlmt Ivanivka,Херсонська,Генічеський,селище міського типу,Іванівка,Херсонська Генічеський селище міського типу Іванівка,Іванівська,UA65040030000056170
смт Нижні Сірогози,4451,stlmt Nyzhni Sirohozy,Херсонська,Генічеський,селище міського типу,Нижні Сірогози,Херсонська Генічеський селище міського типу Нижні Сірогози,Нижньосірогозька,UA65040050000029613
смт Новоолексіївка,10026,stlmt Novooleksiivka,Херсонська,Генічеський,селище міського типу,Новоолексіївка,Херсонська Генічеський селище міського типу Новоолексіївка,Генічеська,UA65040010000061104
смт Новотроїцьке,10535,stlmt Novotroitske,Херсонська,Генічеський,селище міського типу,Новотроїцьке,Херсонська Генічеський селище міського типу Новотроїцьке,Новотроїцька,UA65040070000086673
смт Рикове,3487,stlmt Rykove,Херсонська,Генічеський,селище міського типу,Рикове,Херсонська Генічеський селище міського типу Рикове,Генічеська,UA65040010000061104
смт Сиваське,4068,stlmt Syvaske,Херсонська,Генічеський,селище міського типу,Сиваське,Херсонська Генічеський селище міського типу Сиваське,Новотроїцька,UA65040070000086673
м. Каховка,34749,city Kakhovka,Херсонська,Каховський,місто,Каховка,Херсонська Каховський місто Каховка,Каховська,UA65060110000017055
м. Нова Каховка,44427,city Nova Kakhovka,Херсонська,Каховський,місто,Нова Каховка,Херсонська Каховський місто Нова Каховка,Новокаховська,UA65060170000032937
м. Таврійськ,10108,city Tavriisk,Херсонська,Каховський,місто,Таврійськ,Херсонська Каховський місто Таврійськ,Таврійська,UA65060250000073379
смт Асканія-Нова,2501,stlmt Askaniia-Nova,Херсонська,Каховський,селище міського типу,Асканія-Нова,Херсонська Каховський селище міського типу Асканія-Нова,Асканія-Нова,UA65060010000033335
смт Велика Лепетиха,7707,stlmt Velyka Lepetykha,Херсонська,Каховський,селище міського типу,Велика Лепетиха,Херсонська Каховський селище міського типу Велика Лепетиха,Великолепетиська,UA65060030000075716
смт Верхній Рогачик,5117,stlmt Verkhnii Rohachyk,Херсонська,Каховський,селище міського типу,Верхній Рогачик,Херсонська Каховський селище міського типу Верхній Рогачик,Верхньорогачицька,UA65060050000022914
смт Горностаївка,6290,stlmt Hornostaivka,Херсонська,Каховський,селище міського типу,Горностаївка,Херсонська Каховський селище міського типу Горностаївка,Горностаївська,UA65060070000037346
смт Дніпряни,3930,stlmt Dnipriany,Херсонська,Каховський,селище міського типу,Дніпряни,Херсонська Каховський селище міського типу Дніпряни,Новокаховська,UA65060170000032937
смт Козацьке,3653,stlmt Kozatske,Херсонська,Каховський,селище міського типу,Козацьке,Херсонська Каховський селище міського типу Козацьке,Новокаховська,UA65060170000032937
смт Любимівка,5449,stlmt Liubymivka,Херсонська,Каховський,селище міського типу,Любимівка,Херсонська Каховський селище міського типу Любимівка,Любимівська,UA65060150000054200
смт Чаплинка,9415,stlmt Chaplynka,Херсонська,Каховський,селище міського типу,Чаплинка,Херсонська Каховський селище міського типу Чаплинка,Чаплинська,UA65060290000041992
м. Гола Пристань,13544,city Hola Prystan,Херсонська,Скадовський,місто,Гола Пристань,Херсонська Скадовський місто Гола Пристань,Голопристанська,UA65080030000058401
